road,hour,day_of_week,is_weekend,weather,incidents,congestion_pct
Tbilisi,4,6,1,Yağışlı,0,42
Babək,16,6,1,Dumanlı,0,48
İstiqlaliyyət,12,3,0,Qarlı,0,80
Neftçilər,3,6,1,Yağışlı,0,49
Atatürk,18,5,1,Qarlı,0,76
Atatürk,13,3,0,Açıq,3,100
Neftçilər,11,0,0,Dumanlı,3,98
Ziya Bünyadov,13,0,0,Açıq,0,64
Zərdabi,10,1,0,Yağışlı,0,66
Rəşid Behbudov,9,5,1,Açıq,0,42
Tbilisi,18,0,0,Açıq,0,75
Neftçilər,12,1,0,Açıq,0,53
Heydər Əliyev,10,2,0,Yağışlı,0,54
Tbilisi,0,6,1,Dumanlı,0,35
Atatürk,21,6,1,Yağışlı,0,42
Rəşid Behbudov,18,5,1,Yağışlı,0,50
Rəşid Behbudov,4,5,1,Dumanlı,1,58
Atatürk,11,0,0,Qarlı,0,70
Zərdabi,16,2,0,Dumanlı,0,60
Heydər Əliyev,22,3,0,Açıq,0,17
Rəşid Behbudov,18,5,1,Qarlı,0,67
Zərdabi,16,1,0,Yağışlı,0,57
Babək,17,1,0,Qarlı,0,100
İstiqlaliyyət,16,6,1,Yağışlı,1,71
Neftçilər,11,6,1,Dumanlı,2,76
Tbilisi,5,0,0,Qarlı,2,69
Ziya Bünyadov,2,5,1,Qarlı,0,59
Atatürk,10,1,0,Qarlı,0,69
İstiqlaliyyət,2,0,0,Dumanlı,0,24
Zərdabi,6,2,0,Qarlı,0,54
Rəşid Behbudov,11,6,1,Açıq,0,35
Heydər Əliyev,6,0,0,Yağışlı,0,34
Neftçilər,17,6,1,Açıq,2,86
İstiqlaliyyət,12,0,0,Açıq,3,100
Atatürk,13,0,0,Açıq,0,40
İstiqlaliyyət,2,0,0,Açıq,0,19
İstiqlaliyyət,5,0,0,Yağışlı,0,49
Neftçilər,1,5,1,Dumanlı,0,40
Qara Qarayev,11,0,0,Dumanlı,0,39
Tbilisi,4,2,0,Qarlı,0,50
İstiqlaliyyət,22,4,0,Açıq,0,14
Atatürk,13,4,0,Dumanlı,0,44
Heydər Əliyev,15,1,0,Açıq,2,92
Zərdabi,8,3,0,Dumanlı,0,82
Tbilisi,19,3,0,Yağışlı,0,98
Atatürk,6,3,0,Dumanlı,2,69
Tbilisi,9,3,0,Qarlı,0,100
Heydər Əliyev,0,2,0,Yağışlı,0,43
Ziya Bünyadov,5,4,0,Açıq,0,20
Heydər Əliyev,4,2,0,Qarlı,0,44
Atatürk,8,2,0,Yağışlı,0,87
Tbilisi,21,1,0,Açıq,0,22
Heydər Əliyev,13,6,1,Qarlı,0,87
Rəşid Behbudov,16,1,0,Yağışlı,1,87
İstiqlaliyyət,7,1,0,Açıq,0,57
Qara Qarayev,18,1,0,Açıq,0,74
İstiqlaliyyət,7,1,0,Açıq,0,78
Qara Qarayev,5,0,0,Yağışlı,0,36
Neftçilər,10,6,1,Açıq,0,42
Neftçilər,10,2,0,Dumanlı,0,69
Atatürk,10,5,1,Yağışlı,0,62
Ziya Bünyadov,13,5,1,Açıq,1,78
İstiqlaliyyət,3,5,1,Qarlı,0,57
Ziya Bünyadov,4,2,0,Qarlı,0,70
Rəşid Behbudov,2,1,0,Dumanlı,2,57
Neftçilər,2,6,1,Qarlı,0,42
Zərdabi,22,5,1,Açıq,0,15
Zərdabi,1,5,1,Yağışlı,3,94
Heydər Əliyev,8,5,1,Dumanlı,0,41
Neftçilər,7,3,0,Yağışlı,0,96
Tbilisi,9,3,0,Qarlı,0,100
Heydər Əliyev,3,5,1,Qarlı,0,56
Babək,17,5,1,Açıq,0,31
Zərdabi,6,1,0,Qarlı,0,67
Heydər Əliyev,14,5,1,Dumanlı,0,49
Qara Qarayev,17,4,0,Qarlı,0,100
Tbilisi,9,4,0,Qarlı,0,94
Neftçilər,22,3,0,Yağışlı,0,41
Ziya Bünyadov,4,2,0,Açıq,0,24
Tbilisi,0,3,0,Açıq,2,61
Zərdabi,19,5,1,Qarlı,0,68
İstiqlaliyyət,9,1,0,Dumanlı,0,68
Zərdabi,10,1,0,Yağışlı,0,58
Tbilisi,11,4,0,Dumanlı,1,76
Tbilisi,4,2,0,Qarlı,1,78
Rəşid Behbudov,0,4,0,Dumanlı,0,41
Zərdabi,23,0,0,Qarlı,1,76
Zərdabi,16,2,0,Açıq,0,36
Atatürk,16,0,0,Açıq,0,37
Babək,21,5,1,Açıq,3,69
Atatürk,7,1,0,Dumanlı,0,92
Ziya Bünyadov,19,0,0,Dumanlı,0,86
Zərdabi,9,3,0,Yağışlı,0,86
Neftçilər,10,4,0,Açıq,0,54
Qara Qarayev,18,1,0,Dumanlı,0,61
Babək,14,4,0,Yağışlı,1,85
Zərdabi,3,3,0,Dumanlı,0,39
Neftçilər,15,3,0,Yağışlı,0,75
Rəşid Behbudov,14,1,0,Dumanlı,0,58
Neftçilər,7,6,1,Açıq,1,65
Heydər Əliyev,0,0,0,Qarlı,0,61
Atatürk,9,4,0,Yağışlı,2,100
İstiqlaliyyət,13,0,0,Açıq,0,56
Babək,15,5,1,Yağışlı,1,91
Tbilisi,11,6,1,Açıq,1,54
Zərdabi,17,4,0,Dumanlı,0,100
Zərdabi,23,5,1,Qarlı,0,52
Qara Qarayev,11,3,0,Qarlı,0,79
Rəşid Behbudov,13,3,0,Yağışlı,0,65
Rəşid Behbudov,10,6,1,Dumanlı,1,73
Qara Qarayev,20,4,0,Qarlı,0,100
Babək,15,2,0,Yağışlı,2,94
İstiqlaliyyət,3,6,1,Dumanlı,0,31
Heydər Əliyev,17,3,0,Açıq,1,76
Ziya Bünyadov,11,5,1,Qarlı,1,100
Babək,0,1,0,Qarlı,0,67
Ziya Bünyadov,10,0,0,Qarlı,0,89
Babək,20,5,1,Yağışlı,1,73
Ziya Bünyadov,13,5,1,Açıq,0,50
Rəşid Behbudov,19,4,0,Açıq,1,89
Ziya Bünyadov,12,0,0,Dumanlı,1,87
İstiqlaliyyət,8,1,0,Yağışlı,0,93
Atatürk,21,0,0,Qarlı,0,53
Ziya Bünyadov,16,4,0,Qarlı,0,68
Babək,0,6,1,Açıq,0,28
Babək,17,1,0,Dumanlı,0,79
İstiqlaliyyət,21,1,0,Yağışlı,0,43
Zərdabi,14,2,0,Dumanlı,0,60
Ziya Bünyadov,21,1,0,Yağışlı,0,48
Tbilisi,4,5,1,Yağışlı,0,42
Babək,11,6,1,Yağışlı,1,83
Ziya Bünyadov,8,3,0,Açıq,0,69
Qara Qarayev,16,2,0,Qarlı,0,93
Tbilisi,23,3,0,Yağışlı,0,47
Qara Qarayev,16,5,1,Açıq,0,43
Heydər Əliyev,16,3,0,Qarlı,0,63
Rəşid Behbudov,13,5,1,Yağışlı,0,67
Atatürk,21,5,1,Dumanlı,1,49
Qara Qarayev,21,5,1,Dumanlı,0,41
Atatürk,19,6,1,Açıq,1,64
Neftçilər,14,6,1,Yağışlı,0,54
Rəşid Behbudov,19,2,0,Yağışlı,0,92
Tbilisi,23,4,0,Açıq,1,49
Babək,20,5,1,Açıq,1,55
Atatürk,10,0,0,Dumanlı,1,62
Neftçilər,21,0,0,Açıq,0,13
Rəşid Behbudov,10,0,0,Yağışlı,2,96
Neftçilər,11,5,1,Dumanlı,0,37
Neftçilər,6,0,0,Qarlı,0,43
Babək,3,0,0,Qarlı,0,58
Ziya Bünyadov,9,4,0,Açıq,0,79
Atatürk,15,1,0,Yağışlı,1,61
Rəşid Behbudov,3,4,0,Qarlı,0,55
Tbilisi,21,4,0,Açıq,1,47
Babək,12,5,1,Dumanlı,0,58
Neftçilər,17,5,1,Dumanlı,0,52
Rəşid Behbudov,16,2,0,Açıq,0,43
Atatürk,11,3,0,Açıq,0,52
Atatürk,11,5,1,Açıq,0,31
Qara Qarayev,18,2,0,Açıq,0,56
Tbilisi,18,3,0,Yağışlı,0,100
Qara Qarayev,7,4,0,Yağışlı,0,89
Qara Qarayev,12,4,0,Yağışlı,0,52
İstiqlaliyyət,10,4,0,Qarlı,0,60
Neftçilər,6,2,0,Dumanlı,0,33
Babək,6,4,0,Dumanlı,0,41
Heydər Əliyev,5,2,0,Qarlı,0,50
Tbilisi,6,6,1,Qarlı,0,50
Rəşid Behbudov,20,6,1,Açıq,0,49
Zərdabi,17,6,1,Qarlı,0,72
Babək,16,5,1,Yağışlı,0,70
İstiqlaliyyət,18,4,0,Qarlı,0,86
Babək,5,6,1,Yağışlı,0,39
Ziya Bünyadov,7,2,0,Dumanlı,0,96
Ziya Bünyadov,14,0,0,Açıq,0,55
İstiqlaliyyət,12,4,0,Dumanlı,0,59
Rəşid Behbudov,16,6,1,Yağışlı,0,76
Qara Qarayev,21,3,0,Qarlı,0,67
Ziya Bünyadov,20,5,1,Dumanlı,0,66
Ziya Bünyadov,15,0,0,Dumanlı,0,53
Qara Qarayev,4,1,0,Qarlı,0,49
İstiqlaliyyət,1,1,0,Yağışlı,0,45
Heydər Əliyev,11,5,1,Dumanlı,3,100
Qara Qarayev,11,6,1,Dumanlı,0,38
Zərdabi,0,6,1,Yağışlı,1,60
Zərdabi,1,3,0,Dumanlı,0,25
Neftçilər,4,3,0,Açıq,1,53
Ziya Bünyadov,20,1,0,Qarlı,0,100
Atatürk,8,5,1,Açıq,0,34
Qara Qarayev,9,6,1,Açıq,0,24
Heydər Əliyev,10,0,0,Dumanlı,0,73
Tbilisi,21,6,1,Yağışlı,0,26
Qara Qarayev,0,6,1,Açıq,0,19
Tbilisi,1,2,0,Qarlı,0,57
Rəşid Behbudov,0,6,1,Qarlı,0,56
Neftçilər,8,1,0,Yağışlı,0,97
Zərdabi,21,2,0,Dumanlı,2,74
Zərdabi,4,1,0,Qarlı,0,48
Atatürk,12,0,0,Qarlı,0,80
Heydər Əliyev,3,5,1,Qarlı,0,46
Tbilisi,15,5,1,Yağışlı,0,70
Rəşid Behbudov,7,0,0,Dumanlı,0,79
Rəşid Behbudov,19,6,1,Qarlı,0,64
Tbilisi,23,1,0,Açıq,3,85
Ziya Bünyadov,6,5,1,Dumanlı,0,38
Rəşid Behbudov,2,0,0,Açıq,0,15
İstiqlaliyyət,4,3,0,Açıq,0,16
İstiqlaliyyət,18,2,0,Yağışlı,0,97
Neftçilər,20,2,0,Açıq,0,72
Zərdabi,18,2,0,Qarlı,1,100
Babək,20,3,0,Açıq,0,72
Babək,3,6,1,Yağışlı,0,44
Heydər Əliyev,13,3,0,Dumanlı,0,67
Zərdabi,3,3,0,Yağışlı,0,33
Zərdabi,8,3,0,Qarlı,0,100
Atatürk,6,1,0,Yağışlı,0,37
Babək,7,1,0,Açıq,3,100
İstiqlaliyyət,17,4,0,Yağışlı,0,84
Neftçilər,1,2,0,Yağışlı,1,55
Zərdabi,15,6,1,Qarlı,0,79
Atatürk,7,0,0,Dumanlı,0,64
Rəşid Behbudov,5,4,0,Dumanlı,0,38
Tbilisi,22,3,0,Qarlı,0,66
Atatürk,7,5,1,Qarlı,0,63
Atatürk,7,5,1,Qarlı,0,65
Qara Qarayev,6,3,0,Dumanlı,0,41
Heydər Əliyev,3,0,0,Qarlı,0,47
Babək,9,2,0,Dumanlı,0,81
Tbilisi,23,5,1,Yağışlı,0,41
Rəşid Behbudov,10,6,1,Yağışlı,1,77
Qara Qarayev,14,5,1,Yağışlı,0,61
İstiqlaliyyət,6,3,0,Yağışlı,0,36
Zərdabi,20,4,0,Açıq,1,100
Neftçilər,19,6,1,Qarlı,0,67
Neftçilər,15,3,0,Qarlı,0,77
Atatürk,8,2,0,Dumanlı,0,90
Atatürk,8,4,0,Dumanlı,0,87
İstiqlaliyyət,16,4,0,Yağışlı,0,42
Qara Qarayev,4,5,1,Açıq,0,28
Qara Qarayev,12,5,1,Açıq,1,74
Atatürk,19,3,0,Açıq,1,86
Zərdabi,10,6,1,Dumanlı,0,52
Ziya Bünyadov,23,4,0,Qarlı,0,68
Babək,15,5,1,Yağışlı,0,66
Tbilisi,12,6,1,Dumanlı,0,55
Rəşid Behbudov,12,2,0,Yağışlı,0,69
Zərdabi,19,5,1,Qarlı,0,55
Heydər Əliyev,16,6,1,Açıq,0,41
Heydər Əliyev,23,6,1,Qarlı,0,66
Rəşid Behbudov,21,2,0,Yağışlı,0,31
Heydər Əliyev,7,3,0,Dumanlı,2,100
Qara Qarayev,22,1,0,Yağışlı,1,67
Tbilisi,17,0,0,Yağışlı,0,88
İstiqlaliyyət,21,5,1,Açıq,0,26
Rəşid Behbudov,6,1,0,Açıq,0,10
Tbilisi,4,2,0,Yağışlı,0,33
İstiqlaliyyət,17,0,0,Açıq,0,56
Atatürk,5,4,0,Açıq,1,27
Heydər Əliyev,0,5,1,Yağışlı,0,45
Neftçilər,21,6,1,Açıq,0,28
Zərdabi,5,1,0,Dumanlı,0,38
Qara Qarayev,6,6,1,Dumanlı,0,39
Ziya Bünyadov,14,0,0,Dumanlı,0,58
İstiqlaliyyət,17,6,1,Yağışlı,0,47
Babək,10,2,0,Qarlı,0,88
Babək,13,4,0,Açıq,0,36
Tbilisi,15,6,1,Yağışlı,0,68
Tbilisi,16,0,0,Dumanlı,0,62
Babək,1,4,0,Qarlı,0,55
Zərdabi,0,0,0,Açıq,0,26
Neftçilər,9,2,0,Dumanlı,1,100
Zərdabi,6,5,1,Yağışlı,1,61
Atatürk,8,0,0,Dumanlı,0,84
Rəşid Behbudov,23,3,0,Yağışlı,0,39
Atatürk,2,3,0,Dumanlı,0,37
Ziya Bünyadov,13,3,0,Yağışlı,1,81
Atatürk,21,5,1,Yağışlı,0,30
Zərdabi,17,2,0,Yağışlı,0,96
Tbilisi,11,0,0,Qarlı,0,74
İstiqlaliyyət,2,2,0,Dumanlı,0,25
Rəşid Behbudov,16,3,0,Dumanlı,0,47
Heydər Əliyev,22,2,0,Qarlı,0,50
Zərdabi,22,2,0,Yağışlı,0,40
Zərdabi,10,0,0,Qarlı,0,78
Neftçilər,22,0,0,Yağışlı,0,51
Neftçilər,4,2,0,Dumanlı,0,30
Rəşid Behbudov,8,4,0,Dumanlı,0,93
Zərdabi,6,1,0,Qarlı,0,44
Rəşid Behbudov,14,6,1,Yağışlı,0,58
Rəşid Behbudov,8,5,1,Qarlı,0,79
Tbilisi,22,2,0,Qarlı,0,57
Ziya Bünyadov,18,2,0,Dumanlı,0,98
Tbilisi,6,4,0,Qarlı,2,100
Tbilisi,19,2,0,Açıq,0,68
Neftçilər,22,2,0,Qarlı,2,91
Ziya Bünyadov,1,2,0,Açıq,0,40
Neftçilər,23,3,0,Yağışlı,0,33
Ziya Bünyadov,21,1,0,Yağışlı,0,46
Qara Qarayev,7,2,0,Qarlı,0,100
Atatürk,16,6,1,Qarlı,0,76
Heydər Əliyev,18,1,0,Yağışlı,0,100
Heydər Əliyev,4,0,0,Yağışlı,0,51
Tbilisi,5,0,0,Dumanlı,2,68
İstiqlaliyyət,19,2,0,Dumanlı,0,81
Ziya Bünyadov,13,5,1,Qarlı,2,100
Atatürk,13,0,0,Yağışlı,1,87
Babək,6,5,1,Açıq,0,26
Rəşid Behbudov,5,2,0,Açıq,0,18
İstiqlaliyyət,2,6,1,Qarlı,0,59
İstiqlaliyyət,8,6,1,Dumanlı,0,55
Zərdabi,3,6,1,Qarlı,0,55
Heydər Əliyev,13,3,0,Açıq,1,52
Neftçilər,21,1,0,Yağışlı,0,43
Rəşid Behbudov,10,1,0,Qarlı,0,90
Atatürk,16,2,0,Qarlı,0,70
Tbilisi,0,5,1,Açıq,0,24
Rəşid Behbudov,17,5,1,Dumanlı,0,44
Zərdabi,10,1,0,Yağışlı,0,54
İstiqlaliyyət,2,6,1,Açıq,0,25
Tbilisi,19,0,0,Açıq,0,84
İstiqlaliyyət,15,3,0,Açıq,0,28
Heydər Əliyev,8,1,0,Qarlı,0,97
Babək,1,1,0,Dumanlı,2,68
Babək,8,2,0,Dumanlı,0,74
Babək,23,2,0,Açıq,0,29
Rəşid Behbudov,8,6,1,Qarlı,0,50
Qara Qarayev,6,3,0,Yağışlı,0,40
Rəşid Behbudov,14,4,0,Yağışlı,0,54
Atatürk,18,5,1,Yağışlı,1,61
Rəşid Behbudov,21,4,0,Qarlı,0,55
Atatürk,16,5,1,Açıq,0,38
Zərdabi,17,0,0,Qarlı,0,90
Ziya Bünyadov,18,5,1,Qarlı,0,65
Neftçilər,1,2,0,Açıq,0,12
Qara Qarayev,18,4,0,Qarlı,1,100
Zərdabi,20,2,0,Açıq,1,92
Rəşid Behbudov,15,4,0,Qarlı,0,60
Qara Qarayev,13,2,0,Açıq,0,47
Tbilisi,9,2,0,Dumanlı,1,100
Zərdabi,4,4,0,Qarlı,0,54
İstiqlaliyyət,8,4,0,Açıq,0,59
Neftçilər,9,5,1,Qarlı,0,68
Babək,15,3,0,Açıq,0,47
Rəşid Behbudov,11,6,1,Yağışlı,0,47
Rəşid Behbudov,22,0,0,Yağışlı,0,51
Tbilisi,23,4,0,Qarlı,0,62
Heydər Əliyev,14,4,0,Açıq,0,35
Ziya Bünyadov,2,3,0,Qarlı,0,60
Babək,14,4,0,Yağışlı,0,50
Babək,1,3,0,Yağışlı,0,35
Ziya Bünyadov,8,5,1,Açıq,1,49
Babək,20,2,0,Qarlı,0,84
Ziya Bünyadov,6,5,1,Dumanlı,0,47
İstiqlaliyyət,0,6,1,Dumanlı,0,31
Heydər Əliyev,14,1,0,Açıq,0,33
Rəşid Behbudov,19,3,0,Dumanlı,0,84
Qara Qarayev,19,2,0,Yağışlı,0,83
Rəşid Behbudov,1,2,0,Açıq,0,27
Tbilisi,21,0,0,Yağışlı,0,44
Zərdabi,10,4,0,Yağışlı,0,72
Rəşid Behbudov,18,6,1,Dumanlı,0,50
Rəşid Behbudov,4,1,0,Qarlı,1,73
Qara Qarayev,23,6,1,Dumanlı,0,37
Qara Qarayev,12,1,0,Qarlı,0,78
Rəşid Behbudov,7,5,1,Yağışlı,0,65
Tbilisi,20,4,0,Qarlı,1,100
Babək,0,4,0,Qarlı,0,69
Atatürk,3,4,0,Qarlı,1,57
Rəşid Behbudov,2,3,0,Açıq,0,22
Heydər Əliyev,19,2,0,Yağışlı,0,96
Heydər Əliyev,22,4,0,Qarlı,0,67
Neftçilər,18,0,0,Dumanlı,0,78
Ziya Bünyadov,14,2,0,Yağışlı,0,83
Neftçilər,8,4,0,Dumanlı,1,99
Zərdabi,6,4,0,Açıq,0,24
Qara Qarayev,12,5,1,Qarlı,0,79
Heydər Əliyev,7,1,0,Dumanlı,0,83
Neftçilər,13,4,0,Qarlı,0,79
Zərdabi,17,1,0,Qarlı,0,100
Qara Qarayev,21,2,0,Dumanlı,2,64
Heydər Əliyev,13,4,0,Yağışlı,2,86
Qara Qarayev,8,4,0,Qarlı,0,91
Babək,4,4,0,Yağışlı,0,41
Neftçilər,13,0,0,Açıq,0,26
Neftçilər,21,4,0,Açıq,0,10
Tbilisi,3,3,0,Yağışlı,1,64
Neftçilər,10,4,0,Açıq,0,37
Rəşid Behbudov,17,3,0,Qarlı,2,100
Ziya Bünyadov,21,4,0,Yağışlı,0,62
Ziya Bünyadov,14,5,1,Yağışlı,1,74
İstiqlaliyyət,17,1,0,Qarlı,3,100
Ziya Bünyadov,15,6,1,Qarlı,0,82
Babək,12,6,1,Açıq,0,48
Neftçilər,6,0,0,Qarlı,0,48
Qara Qarayev,10,4,0,Yağışlı,0,62
Tbilisi,4,0,0,Yağışlı,0,31
Rəşid Behbudov,0,0,0,Qarlı,1,74
Zərdabi,5,6,1,Qarlı,0,57
Babək,14,6,1,Qarlı,0,74
Tbilisi,11,4,0,Dumanlı,0,51
Atatürk,13,2,0,Dumanlı,0,49
Ziya Bünyadov,19,5,1,Açıq,1,51
Zərdabi,13,0,0,Dumanlı,0,50
İstiqlaliyyət,5,5,1,Dumanlı,2,61
Tbilisi,1,6,1,Dumanlı,0,42
Neftçilər,17,1,0,Dumanlı,1,91
Neftçilər,17,0,0,Yağışlı,0,79
Neftçilər,2,6,1,Dumanlı,0,30
Heydər Əliyev,3,1,0,Açıq,0,20
Atatürk,7,3,0,Dumanlı,0,91
Heydər Əliyev,16,1,0,Dumanlı,1,82
Ziya Bünyadov,1,4,0,Dumanlı,1,62
Babək,7,5,1,Yağışlı,0,44
Qara Qarayev,7,6,1,Qarlı,0,71
Zərdabi,12,1,0,Yağışlı,0,62
Babək,5,4,0,Yağışlı,0,47
Babək,14,3,0,Qarlı,0,86
Ziya Bünyadov,9,5,1,Qarlı,0,89
Rəşid Behbudov,5,0,0,Qarlı,0,55
Heydər Əliyev,6,4,0,Dumanlı,0,37
Babək,1,3,0,Yağışlı,0,37
Ziya Bünyadov,2,6,1,Dumanlı,0,37
Atatürk,14,2,0,Qarlı,0,80
İstiqlaliyyət,20,5,1,Açıq,0,34
Qara Qarayev,6,0,0,Dumanlı,0,26
İstiqlaliyyət,0,3,0,Açıq,3,84
İstiqlaliyyət,12,6,1,Yağışlı,0,69
İstiqlaliyyət,14,4,0,Yağışlı,0,44
Ziya Bünyadov,17,6,1,Açıq,0,43
Rəşid Behbudov,7,5,1,Açıq,0,50
Neftçilər,23,5,1,Yağışlı,0,45
Ziya Bünyadov,15,0,0,Dumanlı,0,60
Tbilisi,8,3,0,Açıq,1,87
Qara Qarayev,17,2,0,Dumanlı,0,75
İstiqlaliyyət,13,6,1,Qarlı,0,78
Rəşid Behbudov,17,4,0,Qarlı,0,100
İstiqlaliyyət,10,3,0,Açıq,0,47
Tbilisi,12,1,0,Açıq,2,83
Zərdabi,6,5,1,Yağışlı,0,26
Qara Qarayev,21,3,0,Qarlı,0,56
Rəşid Behbudov,1,3,0,Yağışlı,2,61
Qara Qarayev,7,3,0,Yağışlı,0,95
Neftçilər,6,1,0,Açıq,0,25
Babək,7,4,0,Yağışlı,0,100
Heydər Əliyev,8,4,0,Yağışlı,0,90
Rəşid Behbudov,18,1,0,Açıq,1,84
Qara Qarayev,10,4,0,Qarlı,0,67
Qara Qarayev,14,5,1,Qarlı,2,100
Tbilisi,6,6,1,Yağışlı,0,43
Babək,20,0,0,Açıq,1,100
Atatürk,15,0,0,Dumanlı,0,51
İstiqlaliyyət,3,3,0,Dumanlı,0,42
Zərdabi,23,3,0,Qarlı,1,68
Ziya Bünyadov,13,6,1,Açıq,0,49
İstiqlaliyyət,5,4,0,Dumanlı,0,26
Neftçilər,22,5,1,Qarlı,0,50
Heydər Əliyev,8,0,0,Dumanlı,1,100
Neftçilər,15,6,1,Yağışlı,1,64
Rəşid Behbudov,23,0,0,Açıq,1,34
Tbilisi,9,2,0,Dumanlı,0,92
Tbilisi,3,5,1,Yağışlı,1,63
Heydər Əliyev,5,1,0,Açıq,1,32
Atatürk,2,6,1,Yağışlı,0,46
Rəşid Behbudov,11,2,0,Açıq,1,46
Zərdabi,3,1,0,Dumanlı,0,29
Babək,23,6,1,Qarlı,0,51
Ziya Bünyadov,8,0,0,Açıq,0,76
Zərdabi,6,3,0,Dumanlı,0,30
Babək,2,0,0,Açıq,2,65
İstiqlaliyyət,16,0,0,Açıq,0,53
Qara Qarayev,2,0,0,Dumanlı,0,33
İstiqlaliyyət,14,6,1,Yağışlı,0,69
Ziya Bünyadov,19,4,0,Qarlı,0,100
İstiqlaliyyət,0,3,0,Dumanlı,0,27
Tbilisi,6,2,0,Dumanlı,0,28
İstiqlaliyyət,16,1,0,Yağışlı,0,57
Rəşid Behbudov,20,6,1,Açıq,0,34
Babək,9,0,0,Dumanlı,0,100
Qara Qarayev,13,2,0,Dumanlı,0,49
Babək,1,2,0,Dumanlı,1,56
Babək,20,1,0,Açıq,0,73
Atatürk,13,1,0,Yağışlı,0,65
Rəşid Behbudov,22,1,0,Açıq,0,12
Rəşid Behbudov,23,0,0,Yağışlı,0,33
Rəşid Behbudov,17,1,0,Qarlı,0,100
Atatürk,19,0,0,Dumanlı,0,76
Heydər Əliyev,2,6,1,Yağışlı,0,43
Heydər Əliyev,23,2,0,Qarlı,0,54
Atatürk,20,6,1,Yağışlı,0,63
Heydər Əliyev,4,0,0,Dumanlı,0,20
Rəşid Behbudov,8,1,0,Açıq,1,86
Ziya Bünyadov,7,3,0,Dumanlı,0,100
İstiqlaliyyət,13,2,0,Açıq,0,39
Rəşid Behbudov,10,2,0,Yağışlı,0,69
Ziya Bünyadov,10,2,0,Dumanlı,0,68
Atatürk,4,0,0,Dumanlı,1,58
Qara Qarayev,12,0,0,Açıq,1,65
Atatürk,0,4,0,Açıq,0,29
Qara Qarayev,18,2,0,Yağışlı,1,100
Qara Qarayev,0,0,0,Açıq,0,21
Babək,13,4,0,Dumanlı,1,66
Qara Qarayev,1,5,1,Açıq,0,20
Zərdabi,22,6,1,Dumanlı,0,27
Ziya Bünyadov,21,0,0,Yağışlı,0,63
Babək,22,1,0,Dumanlı,0,30
Ziya Bünyadov,2,5,1,Qarlı,1,70
Atatürk,0,3,0,Qarlı,1,82
İstiqlaliyyət,2,0,0,Açıq,0,24
İstiqlaliyyət,21,3,0,Qarlı,0,47
Neftçilər,1,3,0,Açıq,1,39
Ziya Bünyadov,3,6,1,Dumanlı,0,35
Neftçilər,11,3,0,Qarlı,2,100
Tbilisi,14,0,0,Dumanlı,0,53
Zərdabi,3,2,0,Yağışlı,0,47
Heydər Əliyev,23,2,0,Açıq,2,47
Rəşid Behbudov,7,2,0,Qarlı,0,100
Babək,17,6,1,Yağışlı,1,63
Atatürk,0,2,0,Qarlı,2,92
Qara Qarayev,3,3,0,Dumanlı,0,37
İstiqlaliyyət,3,2,0,Açıq,0,22
İstiqlaliyyət,2,0,0,Yağışlı,1,75
Ziya Bünyadov,15,4,0,Qarlı,1,100
Heydər Əliyev,11,1,0,Dumanlı,0,57
Qara Qarayev,22,2,0,Yağışlı,0,47
Ziya Bünyadov,22,5,1,Açıq,0,23
Zərdabi,20,5,1,Dumanlı,0,54
Qara Qarayev,1,0,0,Dumanlı,0,40
Atatürk,17,0,0,Açıq,0,78
Rəşid Behbudov,7,2,0,Dumanlı,0,74
Atatürk,8,5,1,Yağışlı,2,97
Qara Qarayev,9,5,1,Dumanlı,1,78
İstiqlaliyyət,3,0,0,Qarlı,0,54
İstiqlaliyyət,15,5,1,Dumanlı,0,43
Zərdabi,10,2,0,Yağışlı,0,68
Atatürk,23,6,1,Dumanlı,0,37
Atatürk,22,2,0,Yağışlı,0,43
Rəşid Behbudov,4,0,0,Dumanlı,0,22
Atatürk,12,3,0,Qarlı,0,69
Zərdabi,23,2,0,Açıq,0,26
Zərdabi,21,1,0,Yağışlı,0,41
Neftçilər,13,3,0,Qarlı,1,94
Babək,12,3,0,Qarlı,0,62
Zərdabi,8,1,0,Açıq,1,94
Babək,0,0,0,Dumanlı,0,24
İstiqlaliyyət,16,4,0,Yağışlı,0,75
Tbilisi,15,2,0,Dumanlı,0,50
Neftçilər,3,6,1,Açıq,0,17
Ziya Bünyadov,3,5,1,Dumanlı,0,50
İstiqlaliyyət,22,1,0,Dumanlı,0,27
Neftçilər,11,5,1,Qarlı,0,92
İstiqlaliyyət,22,3,0,Yağışlı,0,53
Heydər Əliyev,14,2,0,Açıq,0,49
Atatürk,20,3,0,Açıq,0,54
Rəşid Behbudov,13,2,0,Dumanlı,0,58
Zərdabi,8,3,0,Dumanlı,0,65
Rəşid Behbudov,23,4,0,Dumanlı,2,84
Zərdabi,15,0,0,Dumanlı,0,62
Zərdabi,21,2,0,Qarlı,0,46
Heydər Əliyev,7,3,0,Dumanlı,1,100
Rəşid Behbudov,14,1,0,Dumanlı,0,54
Neftçilər,13,5,1,Qarlı,0,88
Atatürk,11,4,0,Dumanlı,0,43
Zərdabi,0,1,0,Qarlı,0,48
Ziya Bünyadov,13,1,0,Yağışlı,0,81
Babək,20,3,0,Qarlı,1,100
Neftçilər,2,1,0,Dumanlı,0,36
Rəşid Behbudov,11,5,1,Qarlı,0,82
Babək,6,1,0,Qarlı,0,51
